type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-08 16:30:57,30.30079730,78.09077072,5,593.000,,12.520,75,23,33,,
T,2019-03-08 16:30:58,30.30082643,78.09088239,6,593.000,,11.990,75,23,33,,
T,2019-03-08 16:30:59,30.30084339,78.09099215,6,593.000,,11.730,76,23,33,,
T,2019-03-08 16:31:00,30.30087275,78.09112253,6,592.000,,12.190,75,23,33,,
T,2019-03-08 16:31:01,30.30090368,78.09125494,6,594.000,,12.650,75,23,33,,
T,2019-03-08 16:31:02,30.30093189,78.09138963,8,593.000,,12.860,76,23,33,,
T,2019-03-08 16:31:03,30.30096139,78.09152783,8,595.000,,13.420,76,24,33,,
T,2019-03-08 16:31:04,30.30099757,78.09166836,8,596.000,,13.860,76,24,32,,
T,2019-03-08 16:31:05,30.30102658,78.09181054,8,595.000,,13.890,75,24,33,,
T,2019-03-08 16:31:06,30.30107382,78.09196923,8,595.000,,14.610,73,24,33,,
T,2019-03-08 16:31:07,30.30110943,78.09210460,8,596.000,,14.230,73,24,33,,
T,2019-03-08 16:31:08,30.30110679,78.09215802,6,595.000,,11.540,74,24,33,,
T,2019-03-08 16:31:09,30.30114976,78.09227118,6,595.000,,11.720,69,24,34,,
T,2019-03-08 16:31:10,30.30115872,78.09232605,5,595.000,,9.290,70,24,34,,
T,2019-03-08 16:31:11,30.30117804,78.09240650,6,595.000,,8.710,71,24,34,,
T,2019-03-08 16:31:12,30.30119255,78.09247170,6,594.000,,7.680,73,24,34,,
T,2019-03-08 16:31:13,30.30119365,78.09253657,5,596.000,,7.290,78,24,34,,
T,2019-03-08 16:31:14,30.30120780,78.09260743,5,596.000,,7.390,79,25,33,,
T,2019-03-08 16:31:15,30.30122126,78.09269059,6,597.000,,7.830,80,25,34,,
T,2019-03-08 16:31:16,30.30123798,78.09278382,6,597.000,,8.530,80,26,34,,
T,2019-03-08 16:31:17,30.30126477,78.09288808,6,598.000,,9.410,78,26,34,,
T,2019-03-08 16:31:18,30.30128690,78.09300360,6,598.000,,10.270,79,25,34,,
T,2019-03-08 16:31:19,30.30131061,78.09312969,8,597.000,,11.250,79,25,35,,
T,2019-03-08 16:31:20,30.30133527,78.09325451,8,597.000,,11.770,78,25,35,,
T,2019-03-08 16:31:21,30.30138933,78.09341847,8,598.000,,11.930,74,15,19,,
T,2019-03-08 16:31:22,30.30139596,78.09349707,6,599.000,,10.100,76,8,15,,
T,2019-03-08 16:31:23,30.30140910,78.09360513,5,597.000,,8.190,82,11,19,,
T,2019-03-08 16:31:24,30.30140880,78.09366799,6,596.000,,7.320,82,13,20,,
T,2019-03-08 16:31:25,30.30141790,78.09374338,6,596.000,,7.320,82,13,20,,
T,2019-03-08 16:31:26,30.30142618,78.09378762,6,597.000,,6.400,81,12,19,,
T,2019-03-08 16:31:27,30.30143488,78.09385345,8,597.000,,6.400,81,12,19,,
T,2019-03-08 16:31:28,30.30149542,78.09389934,6,598.000,,6.770,46,11,17,,
T,2019-03-08 16:31:29,30.30154256,78.09395048,6,599.000,,7.400,42,9,17,,
